tms_acc,x_acc,y_acc,z_acc,tms_gyr,x_gyr,y_gyr,z_gyr,tms_mag,x_mag,y_mag,z_mag,tms_ori,yaw,pitch,roll,blockID,testID,freq
20230915-14:02:49.911,0.5554548,-2.15957,-9.65821,20230915-14:02:49.928,-0.013057245,0.0052687125,0.00580322,20230915-14:02:49.996,-1.23,25.2825,21.217499,20230915-14:02:49.831,0.041202605,0.2138469,-3.0935493,86906,1,100
20230915-14:02:49.920,0.5434838,-2.1320367,-9.635465,20230915-14:02:49.952,-0.016111571,0.019929478,0.0070249503,20230915-14:02:50.019,-1.23,25.2825,21.217499,20230915-14:02:49.841,0.031209627,0.21773829,-3.09059,86906,1,100
20230915-14:02:49.931,0.51714754,-2.0913353,-9.654618,20230915-14:02:49.971,-0.015500706,0.019318614,0.0125227375,20230915-14:02:50.036,-0.60749996,25.2225,29.085,20230915-14:02:49.851,0.034118544,0.22215085,-3.0886083,86906,1,100
20230915-14:02:49.940,0.46088383,-2.136825,-9.624691,20230915-14:02:49.988,-0.014278975,0.013209961,0.019242255,20230915-14:02:50.055,-0.39,24.082499,29.047499,20230915-14:02:49.861,0.065556295,0.22534871,-3.0869606,86906,1,100
20230915-14:02:49.952,0.4417302,-2.0829554,-9.606734,20230915-14:02:50.004,-0.01488984,0.009544769,0.02107485,20230915-14:02:50.067,-0.39,24.082499,29.047499,20230915-14:02:49.871,0.06718874,0.22358005,-3.085581,86906,1,100
20230915-14:02:49.972,0.40342298,-2.088941,-9.646238,20230915-14:02:50.019,-0.015500706,0.005879578,0.022296581,20230915-14:02:50.084,-0.42749998,25.1775,29.092499,20230915-14:02:49.881,-0.006358383,0.22494315,-3.084823,86906,1,100
20230915-14:02:49.985,0.4141969,-2.098518,-9.67018,20230915-14:02:50.039,-0.020998493,-0.0051159966,0.024740042,20230915-14:02:50.096,0.3075,24.779999,29.64,20230915-14:02:49.891,-0.0048703523,0.22133842,-3.0831645,86906,1,100
20230915-14:02:50.008,0.4201824,-2.054225,-9.706094,20230915-14:02:50.060,-0.021609358,-0.010613783,0.03145956,20230915-14:02:50.119,0.2625,24.164999,29.602499,20230915-14:02:49.901,-0.010947362,0.21510524,-3.0817113,86906,1,100
20230915-14:02:50.019,0.4177882,-2.0039468,-9.672575,20230915-14:02:50.078,-0.019165898,-0.0045051314,0.038179077,20230915-14:02:50.136,0.32999998,23.775,30.0225,20230915-14:02:49.911,-0.013550049,0.2196296,-3.0841448,86906,1,100
20230915-14:02:50.036,0.3890578,-2.0290859,-9.648633,20230915-14:02:50.088,-0.0173333,-0.00022907447,0.040011674,20230915-14:02:50.145,0.32999998,23.775,30.0225,20230915-14:02:49.921,0.0431135,0.21742631,-3.0852478,86906,1,100
20230915-14:02:50.054,0.38307226,-2.0374656,-9.636662,20230915-14:02:50.103,-0.0173333,0.000992656,0.036957346,20230915-14:02:50.167,0.6525,24.127499,29.662498,20230915-14:02:49.931,0.038119562,0.2130231,-3.088079,86906,1,100
20230915-14:02:50.071,0.45729253,-1.9440918,-9.621099,20230915-14:02:50.119,-0.0173333,-0.0051159966,0.030848695,20230915-14:02:50.184,-0.9525,25.207499,22.2675,20230915-14:02:49.941,0.008996825,0.21822922,-3.0937436,86906,1,100
20230915-14:02:50.084,0.48961425,-1.9955671,-9.64145,20230915-14:02:50.135,-0.01366811,-0.010613783,0.030848695,20230915-14:02:50.200,-0.66749996,24.7125,20.805,20230915-14:02:49.952,0.0058760215,0.2132988,-3.0956438,86906,1,100
20230915-14:02:50.103,0.50757074,-1.9069817,-9.697714,20230915-14:02:50.152,-0.0045051314,-0.025274549,0.029626964,20230915-14:02:50.217,-0.6525,25.2825,21.24,20230915-14:02:49.971,0.0030858312,0.21366748,-3.0991788,86906,1,100
20230915-14:02:50.120,0.45968673,-1.9500773,-9.714474,20230915-14:02:50.168,0.0046578473,-0.022831088,0.025961773,20230915-14:02:50.235,-0.72749996,24.922499,21.592499,20230915-14:02:49.986,0.036762074,0.21350591,-3.0987864,86906,1,100
20230915-14:02:50.135,0.4429273,-1.9572599,-9.727641,20230915-14:02:50.184,0.0071013086,-0.016722437,0.022296581,20230915-14:02:50.244,-0.72749996,24.922499,21.592499,20230915-14:02:49.996,-0.014775894,0.21150337,-3.097772,86906,1,100
20230915-14:02:50.144,0.44651863,-1.9524715,-9.7240505,20230915-14:02:50.200,0.0052687125,-0.016722437,0.016187929,20230915-14:02:50.255,-0.9675,25.05,21.21,20230915-14:02:50.008,-0.015298698,0.20837553,-3.098329,86906,1,100
20230915-14:02:50.160,0.45848963,-1.9452889,-9.643845,20230915-14:02:50.217,0.008323039,-0.019165898,0.015577064,20230915-14:02:50.264,-0.9675,25.05,21.21,20230915-14:02:50.019,-0.015298698,0.20837553,-3.098329,86906,1,100
20230915-14:02:50.169,0.47046062,-1.970428,-9.651027,20230915-14:02:50.228,0.010155635,-0.019776762,0.016187929,20230915-14:02:50.275,-0.6375,25.515,21.4125,20230915-14:02:50.036,0.02657348,0.20711383,-3.101292,86906,1,100
20230915-14:02:50.184,0.46686932,-1.970428,-9.671378,20230915-14:02:50.238,0.0071013086,-0.020387627,0.016798794,20230915-14:02:50.284,-0.6375,25.515,21.4125,20230915-14:02:50.054,0.02936311,0.20820032,-3.101862,86906,1,100
20230915-14:02:50.200,0.4213795,-2.0278888,-9.619903,20230915-14:02:50.248,0.0022143866,-0.019776762,0.016187929,20230915-14:02:50.295,-0.4725,24.93,20.842499,20230915-14:02:50.067,0.051207386,0.20618051,-3.0970614,86906,1,100
20230915-14:02:50.222,0.39863458,-2.0242975,-9.677363,20230915-14:02:50.268,-0.010002919,-0.011224649,0.0143553335,20230915-14:02:50.304,-0.4725,24.93,20.842499,20230915-14:02:50.084,0.05580352,0.20384057,-3.090854,86906,1,100
20230915-14:02:50.240,0.41299978,-2.0099323,-9.7324295,20230915-14:02:50.278,-0.012446379,-0.0045051314,0.0143553335,20230915-14:02:50.315,-0.57,24.63,20.865,20230915-14:02:50.096,0.10199252,0.19540611,-3.0878212,86906,1,100
20230915-14:02:50.249,0.4225766,-2.0482395,-9.715671,20230915-14:02:50.288,-0.012446379,-0.0008399397,0.013133603,20230915-14:02:50.324,-0.57,24.63,20.865,20230915-14:02:50.110,0.09733683,0.1963655,-3.0908828,86906,1,100
20230915-14:02:50.260,0.4225766,-2.0362685,-9.696517,20230915-14:02:50.297,-0.008781188,-0.0008399397,0.011911872,20230915-14:02:50.335,-0.5475,24.9375,21.015,20230915-14:02:50.120,0.092642285,0.1978907,-3.0943081,86906,1,100
20230915-14:02:50.270,0.4417302,-1.9955671,-9.66659,20230915-14:02:50.308,-0.0045051314,-0.0045051314,0.011911872,20230915-14:02:50.344,-0.5475,24.9375,21.015,20230915-14:02:50.135,0.08980049,0.19835475,-3.0960913,86906,1,100
20230915-14:02:50.280,0.44891283,-1.9572599,-9.64145,20230915-14:02:50.318,-0.0008399397,-0.0075594573,0.011911872,20230915-14:02:50.355,-1.02,25.1775,20.414999,20230915-14:02:50.145,0.09769183,0.19794986,-3.095706,86906,1,100
20230915-14:02:50.289,0.4285621,-1.9393034,-9.639056,20230915-14:02:50.328,0.0022143866,-0.0081703225,0.0106901415,20230915-14:02:50.364,-1.02,25.1775,20.414999,20230915-14:02:50.155,0.11236228,0.19794986,-3.095706,86906,1,100
20230915-14:02:50.300,0.415394,-1.9357121,-9.635465,20230915-14:02:50.337,0.004046982,-0.0075594573,0.010079277,20230915-14:02:50.375,-0.42,25.05,19.8375,20230915-14:02:50.167,0.11520053,0.19882345,-3.0940862,86906,1,100
20230915-14:02:50.310,0.40821138,-1.9321208,-9.654618,20230915-14:02:50.348,0.003436117,-0.0075594573,0.0070249503,20230915-14:02:50.384,-0.42,25.05,19.8375,20230915-14:02:50.184,0.0060365875,0.20075974,-3.0933568,86906,1,100
20230915-14:02:50.320,0.4141969,-1.9405005,-9.67856,20230915-14:02:50.358,0.0016035213,-0.0045051314,0.005192355,20230915-14:02:50.396,-0.6225,25.545,20.6775,20230915-14:02:50.200,0.014152109,0.20406069,-3.0959334,86906,1,100
20230915-14:02:50.340,0.4321534,-1.9416976,-9.710882,20230915-14:02:50.368,-0.0008399397,-0.0032834008,0.0033597588,20230915-14:02:50.406,-0.6225,25.545,20.6775,20230915-14:02:50.210,0.010632139,0.20286156,-3.0992978,86906,1,100
20230915-14:02:50.351,0.4249708,-1.9979613,-9.709685,20230915-14:02:50.377,-0.0020616702,-0.0032834008,0.0009162979,20230915-14:02:50.416,-0.082499996,24.457499,29.047499,20230915-14:02:50.222,0.010893324,0.20603555,-3.1004233,86906,1,100
20230915-14:02:50.369,0.4249708,-1.9752164,-9.68694,20230915-14:02:50.390,-0.0026725354,-0.0045051314,0.0027488936,20230915-14:02:50.425,-0.082499996,24.457499,29.047499,20230915-14:02:50.235,0.008100279,0.20603555,-3.1004233,86906,1,100
20230915-14:02:50.380,0.41060558,-2.043451,-9.67856,20230915-14:02:50.408,0.000992656,-0.0081703225,0.005192355,20230915-14:02:50.436,-0.037499998,24.675,25.035,20230915-14:02:50.245,0.009410488,0.20347786,-3.0991826,86906,1,100
20230915-14:02:50.391,0.4237737,-1.9919758,-9.685743,20230915-14:02:50.419,0.0022143866,-0.008781188,0.0070249503,20230915-14:02:50.455,0.2025,24.555,25.035,20230915-14:02:50.255,-0.002231915,0.20758499,-3.0981257,86906,1,100
20230915-14:02:50.411,0.41299978,-2.0135236,-9.694122,20230915-14:02:50.428,0.0028252518,-0.0081703225,0.008857546,20230915-14:02:50.464,0.2025,24.555,25.035,20230915-14:02:50.265,-0.0021393402,0.20680146,-3.0980399,86906,1,100
20230915-14:02:50.420,0.39264908,-2.019509,-9.69532,20230915-14:02:50.439,0.0028252518,-0.009392053,0.0106901415,20230915-14:02:50.476,0.0525,24.5625,25.432499,20230915-14:02:50.275,0.016483175,0.20337334,-3.0959277,86906,1,100
20230915-14:02:50.431,0.39264908,-2.0147207,-9.680955,20230915-14:02:50.448,0.0028252518,-0.010002919,0.011911872,20230915-14:02:50.486,0.0525,24.5625,25.432499,20230915-14:02:50.285,0.017304573,0.20007202,-3.0950656,86906,1,100
20230915-14:02:50.440,0.40342298,-1.9812019,-9.665392,20230915-14:02:50.470,-0.001450805,-0.0032834008,0.010079277,20230915-14:02:50.496,-0.12,24.5775,25.154999,20230915-14:02:50.295,0.022310121,0.19835085,-3.0971608,86906,1,100
20230915-14:02:50.451,0.40581718,-1.9596541,-9.653421,20230915-14:02:50.488,-0.001450805,-0.0032834008,0.008246681,20230915-14:02:50.505,-0.12,24.5775,25.154999,20230915-14:02:50.305,0.020922516,0.19807634,-3.0985084,86906,1,100
20230915-14:02:50.471,0.40102878,-1.9800048,-9.674969,20230915-14:02:50.500,0.00038179077,-0.0045051314,0.00580322,20230915-14:02:50.516,-0.35999998,24.8025,25.695,20230915-14:02:50.315,0.0155483,0.19734302,-3.0993364,86906,1,100
20230915-14:02:50.481,0.40821138,-1.9847932,-9.683349,20230915-14:02:50.520,-0.0008399397,-0.0051159966,0.0033597588,20230915-14:02:50.528,-0.35999998,24.8025,25.695,20230915-14:02:50.325,0.016088914,0.19769497,-3.0988235,86906,1,100
20230915-14:02:50.500,0.427365,-1.9979613,-9.692925,20230915-14:02:50.539,0.0028252518,-0.005726862,0.0033597588,20230915-14:02:50.544,-0.1125,25.2225,25.005,20230915-14:02:50.335,0.018393138,0.20176855,-3.097852,86906,1,100
20230915-14:02:50.511,0.4141969,-2.0231004,-9.691729,20230915-14:02:50.548,0.0064904434,-0.0026725354,0.0021380284,20230915-14:02:50.555,0.255,24.682499,25.019999,20230915-14:02:50.345,0.019042864,0.19715804,-3.09712,86906,1,100
20230915-14:02:50.528,0.40940848,-2.0326772,-9.662998,20230915-14:02:50.568,0.0028252518,0.0022143866,-0.0033597588,20230915-14:02:50.564,0.255,24.682499,25.019999,20230915-14:02:50.355,-0.0061500985,0.20274855,-3.097853,86906,1,100
20230915-14:02:50.540,0.39145198,-1.9728222,-9.625888,20230915-14:02:50.579,-0.0008399397,0.0028252518,-0.005192355,20230915-14:02:50.575,0.067499995,25.289999,25.5525,20230915-14:02:50.365,-0.0066823685,0.203996,-3.0983777,86906,1,100
20230915-14:02:50.552,0.40701428,-1.9512744,-9.648633,20230915-14:02:50.599,-0.008781188,0.0016035213,-0.004581489,20230915-14:02:50.584,0.067499995,25.289999,25.5525,20230915-14:02:50.375,0.02184839,0.20095949,-3.0977502,86906,1,100
20230915-14:02:50.569,0.3890578,-1.9967642,-9.701305,20230915-14:02:50.617,-0.009392053,-0.001450805,0.00030543262,20230915-14:02:50.595,0.037499998,24.6975,24.855,20230915-14:02:50.385,0.020628372,0.2078942,-3.0991938,86906,1,100
20230915-14:02:50.580,0.37110126,-2.0458453,-9.7084875,20230915-14:02:50.628,-0.0051159966,-0.00022907447,0.0009162979,20230915-14:02:50.604,0.037499998,24.6975,24.855,20230915-14:02:50.396,0.013514468,0.20264389,-3.0978682,86906,1,100
20230915-14:02:50.600,0.37349546,-2.0685902,-9.700109,20230915-14:02:50.638,0.000992656,-0.00022907447,0.0009162979,20230915-14:02:50.615,-0.2175,24.345,28.904999,20230915-14:02:50.406,0.013826998,0.20347819,-3.097567,86906,1,100
20230915-14:02:50.609,0.39624038,-2.0446482,-9.660604,20230915-14:02:50.648,0.0046578473,-0.00022907447,0.0009162979,20230915-14:02:50.624,-0.2175,24.345,28.904999,20230915-14:02:50.416,0.063845426,0.20461324,-3.0990152,86906,1,100
20230915-14:02:50.620,0.3854665,-2.0147207,-9.637859,20230915-14:02:50.659,0.0071013086,-0.0020616702,-0.0015271631,20230915-14:02:50.635,0.082499996,24.435,28.807499,20230915-14:02:50.426,0.060547274,0.20519733,-3.101116,86906,1,100
20230915-14:02:50.631,0.39264908,-1.9608512,-9.631873,20230915-14:02:50.668,0.0064904434,-0.0032834008,-0.0015271631,20230915-14:02:50.644,0.082499996,24.435,28.807499,20230915-14:02:50.436,0.051204704,0.20501916,-3.1010559,86906,1,100
20230915-14:02:50.651,0.39983168,-1.9536686,-9.694122,20230915-14:02:50.679,0.0052687125,-0.0032834008,-0.00030543262,20230915-14:02:50.655,0.81,24.5175,25.912498,20230915-14:02:50.451,0.052737273,0.2001074,-3.0995786,86906,1,100
20230915-14:02:50.660,0.37708676,-1.9919758,-9.710882,20230915-14:02:50.688,0.0046578473,-0.0026725354,0.0009162979,20230915-14:02:50.665,0.81,24.5175,25.912498,20230915-14:02:50.465,0.06624019,0.20069632,-3.09911,86906,1,100
20230915-14:02:50.671,0.35075054,-2.0482395,-9.712079,20230915-14:02:50.699,0.004046982,-0.0020616702,0.0009162979,20230915-14:02:50.676,0.555,24.435,25.935,20230915-14:02:50.476,0.058208924,0.20169638,-3.1001663,86906,1,100
20230915-14:02:50.681,0.35434186,-2.0649989,-9.676167,20230915-14:02:50.708,0.0022143866,-0.0020616702,0.00030543262,20230915-14:02:50.686,0.555,24.435,25.935,20230915-14:02:50.486,0.059176467,0.20199496,-3.0994616,86906,1,100
20230915-14:02:50.700,0.39743748,-1.9764135,-9.617508,20230915-14:02:50.719,0.00038179077,-0.0020616702,-0.0021380284,20230915-14:02:50.696,-0.12,24.6675,25.057499,20230915-14:02:50.496,0.050034236,0.20216078,-3.098931,86906,1,100
20230915-14:02:50.711,0.40940848,-1.9548657,-9.603143,20230915-14:02:50.728,-0.001450805,-0.0032834008,-0.0027488936,20230915-14:02:50.705,-0.12,24.6675,25.057499,20230915-14:02:50.506,0.051953,0.20308676,-3.0975308,86906,1,100
20230915-14:02:50.720,0.40821138,-1.9632454,-9.605537,20230915-14:02:50.740,-0.0032834008,-0.0032834008,-0.0015271631,20230915-14:02:50.716,-0.2625,24.9375,27.84,20230915-14:02:50.516,0.038721237,0.20560752,-3.0988815,86906,1,100
20230915-14:02:50.731,0.40821138,-1.9979613,-9.665392,20230915-14:02:50.759,-0.0008399397,-0.005726862,-0.0009162979,20230915-14:02:50.726,-0.2625,24.9375,27.84,20230915-14:02:50.528,0.038319714,0.20715332,-3.0992494,86906,1,100
20230915-14:02:50.740,0.4225766,-2.0350714,-9.674969,20230915-14:02:50.768,0.003436117,-0.009392053,0.0009162979,20230915-14:02:50.736,-0.022499999,24.592499,28.109999,20230915-14:02:50.541,0.03573156,0.20198783,-3.1009486,86906,1,100
20230915-14:02:50.751,0.39504328,-2.066196,-9.709685,20230915-14:02:50.779,0.0064904434,-0.016722437,0.00030543262,20230915-14:02:50.745,-0.022499999,24.592499,28.109999,20230915-14:02:50.552,0.04757511,0.19936936,-3.0994341,86906,1,100
20230915-14:02:50.760,0.40222588,-2.0626047,-9.719262,20230915-14:02:50.788,0.0046578473,-0.019165898,0.00030543262,20230915-14:02:50.756,-0.0525,24.18,28.05,20230915-14:02:50.565,0.06830036,0.19928578,-3.0991385,86906,1,100
20230915-14:02:50.771,0.4249708,-2.0518308,-9.726444,20230915-14:02:50.799,-0.001450805,-0.0173333,0.0021380284,20230915-14:02:50.766,-0.0525,24.18,28.05,20230915-14:02:50.575,0.05554313,0.2028309,-3.1015105,86906,1,100
20230915-14:02:50.780,0.40462008,-2.086547,-9.7084875,20230915-14:02:50.809,-0.0075594573,-0.01488984,0.003970624,20230915-14:02:50.776,0.1275,24.4425,28.7325,20230915-14:02:50.585,0.05349728,0.20754163,-3.1033869,86906,1,100
20230915-14:02:50.791,0.37948096,-2.1296425,-9.726444,20230915-14:02:50.831,-0.011835515,-0.012446379,0.003970624,20230915-14:02:50.796,-0.39749998,24.592499,21.539999,20230915-14:02:50.595,0.050541442,0.21012695,-3.1044767,86906,1,100
20230915-14:02:50.800,0.40222588,-2.1691468,-9.742006,20230915-14:02:50.849,-0.0008399397,-0.01366811,0.0015271631,20230915-14:02:50.806,-0.39749998,24.592499,21.539999,20230915-14:02:50.605,0.052314445,0.20995598,-3.1031075,86906,1,100
20230915-14:02:50.811,0.4369418,-2.1763294,-9.727641,20230915-14:02:50.868,0.01198823,-0.0045051314,0.0015271631,20230915-14:02:50.816,0.015,24.93,29.34,20230915-14:02:50.615,0.054161977,0.20839995,-3.1005995,86906,1,100
20230915-14:02:50.822,0.45729253,-2.1380222,-9.677363,20230915-14:02:50.879,0.014431692,0.00038179077,0.003970624,20230915-14:02:50.825,0.015,24.93,29.34,20230915-14:02:50.625,0.05227465,0.2059148,-3.101619,86906,1,100
20230915-14:02:50.840,0.39384618,-2.007538,-9.585187,20230915-14:02:50.888,0.015653422,0.00038179077,0.003970624,20230915-14:02:50.836,-0.2625,24.6525,28.515,20230915-14:02:50.635,0.06886154,0.20067272,-3.1008496,86906,1,100
20230915-14:02:50.852,0.36152446,-1.9740193,-9.605537,20230915-14:02:50.899,0.013820826,-0.0032834008,0.004581489,20230915-14:02:50.846,-0.2625,24.6525,28.515,20230915-14:02:50.645,0.0711472,0.19705522,-3.0990994,86906,1,100
20230915-14:02:50.862,0.34955344,-1.9405005,-9.676167,20230915-14:02:50.908,0.013820826,-0.009392053,0.0070249503,20230915-14:02:50.856,-0.13499999,24.84,29.4525,20230915-14:02:50.655,0.09883516,0.19870298,-3.1003714,86906,1,100
20230915-14:02:50.880,0.31483752,-2.007538,-9.783905,20230915-14:02:50.919,0.017486017,-0.01366811,0.008246681,20230915-14:02:50.876,0.12,24.502499,28.68,20230915-14:02:50.666,0.0961085,0.20217338,-3.1027808,86906,1,100
20230915-14:02:50.891,0.320823,-2.0231004,-9.788693,20230915-14:02:50.928,0.022372939,-0.014278975,0.00580322,20230915-14:02:50.886,0.12,24.502499,28.68,20230915-14:02:50.676,0.080106154,0.20771872,-3.1054935,86906,1,100
20230915-14:02:50.900,0.33279404,-2.0290859,-9.739613,20230915-14:02:50.948,0.035811976,-0.013057245,-0.0027488936,20230915-14:02:50.896,-0.255,24.795,28.8975,20230915-14:02:50.686,0.08112213,0.21011998,-3.104989,86906,1,100
20230915-14:02:50.911,0.35194764,-1.958457,-9.661801,20230915-14:02:50.960,0.04008803,-0.014278975,-0.006414085,20230915-14:02:50.905,-0.255,24.795,28.8975,20230915-14:02:50.696,0.04452567,0.20775859,-3.1030643,86906,1,100
20230915-14:02:50.920,0.35075054,-1.9021933,-9.61272,20230915-14:02:50.980,0.041309763,-0.027107146,-0.008246681,20230915-14:02:50.916,-0.044999998,24.269999,28.769999,20230915-14:02:50.706,0.047786582,0.20251179,-3.1002917,86906,1,100
20230915-14:02:50.932,0.40102878,-1.7609353,-9.625888,20230915-14:02:50.990,0.044364087,-0.038713586,-0.0015271631,20230915-14:02:50.936,0.0525,24.5175,29.7225,20230915-14:02:50.716,0.048848547,0.20064388,-3.0989857,86906,1,100
20230915-14:02:50.952,0.30885202,-1.839944,-9.794679,20230915-14:02:51.007,0.05169447,-0.07231117,0.014966198,20230915-14:02:50.945,0.0525,24.5175,29.7225,20230915-14:02:50.726,0.048715748,0.20143318,-3.0991206,86906,1,100
20230915-14:02:50.971,0.25019407,-2.0685902,-9.7240505,20230915-14:02:51.017,0.048640147,-0.087582804,0.01985312,20230915-14:02:50.956,-0.1275,24.8025,29.2725,20230915-14:02:50.736,0.06314664,0.2036653,-3.0993834,86906,1,100
20230915-14:02:50.980,0.24660277,-2.134431,-9.683349,20230915-14:02:51.028,0.041309763,-0.094913185,0.026572637,20230915-14:02:50.966,-0.1275,24.8025,29.2725,20230915-14:02:50.746,0.06573552,0.20712975,-3.097943,86906,1,100
20230915-14:02:51.004,0.24061728,-2.1918917,-9.654618,20230915-14:02:51.039,0.039477166,-0.093080595,0.033292156,20230915-14:02:50.976,-0.16499999,24.8175,29.115,20230915-14:02:50.756,0.06096269,0.20950165,-3.1009295,86906,1,100
20230915-14:02:51.020,0.35793316,-2.1990743,-9.605537,20230915-14:02:51.060,0.044364087,-0.07414377,0.042455133,20230915-14:02:50.985,-0.16499999,24.8175,29.115,20230915-14:02:50.766,0.061992347,0.20894212,-3.100232,86906,1,100
20230915-14:02:51.030,0.41060558,-2.1859062,-9.634268,20230915-14:02:51.078,0.054748796,-0.055817813,0.036957346,20230915-14:02:51.006,-0.48749998,24.765,28.582499,20230915-14:02:50.776,0.07660965,0.20771307,-3.097928,86906,1,100
20230915-14:02:51.040,0.4321534,-2.2014685,-9.673772,20230915-14:02:51.088,0.05169447,-0.060704734,0.036957346,20230915-14:02:51.024,0.1125,24.779999,25.949999,20230915-14:02:50.791,0.07019975,0.2153934,-3.102597,86906,1,100
20230915-14:02:51.051,0.44891283,-2.147599,-9.645041,20230915-14:02:51.099,0.04558582,-0.06314819,0.03390302,20230915-14:02:51.035,0.1125,24.779999,25.949999,20230915-14:02:50.801,0.025419297,0.21890467,-3.1003282,86906,1,100
20230915-14:02:51.070,0.38307226,-2.1667526,-9.719262,20230915-14:02:51.118,0.03153592,-0.052763484,0.04184427,20230915-14:02:51.044,0.044999998,24.9975,24.5325,20230915-14:02:50.811,0.029492171,0.2198872,-3.0967052,86906,1,100
